Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Arun Kumar,Arun,Kumar,University of California,San Diego,Member Review Board,United States,
Chuan Lei,Chuan,Lei,IBM Research,Almaden,Member Review Board,United States,
Viktor Leis,Viktor,Leis,Friedrich Schiller University Jena,,Member Review Board,Germany,
Chen Li,Chen,Li,University of California,Irvine,Member Review Board,United States,
Chengkai Li,Chengkai,Li,University of Texas,Arlington,Member Review Board,United States,
Feifei Li,Feifei,Li,Alibaba Group,,Member Review Board,China,
Guoliang Li,Guoliang,Li,Tsinghua University,,Member Review Board,China,
Min Li,Min,Li,IBM Research,Almaden,Member Review Board,United States,
Xiang Lian,Xiang,Lian,Kent State University,,Member Review Board,United States,
Xuemin Lin,Xuemin,Lin,University of New South Wales,,Member Review Board,Australia,
Hua Lu,Hua,Lu,Aalborg University,,Member Review Board,Denmark,
Ashwin Machanavajjhala,Ashwin,Machanavajjhala,Duke University,,Member Review Board,United States,
Stefan Manegold,Stefan,Manegold,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Ioana Manolescu,Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Essam M. Mansour,Essam,Mansour,Concordia University,,Member Review Board,Canada,
Michael Mathioudakis,Michael,Mathioudakis,University of Helsinki,,Member Review Board,Finland,https://orcid.org/0000-0003-0074-3966
Umar Farooq Minhas,Umar Farooq,Minhas,Microsoft Research,,Member Review Board,United States,
Mohamed F. Mokbel,Mohamed F.,Mokbel,Qatar Computing Research Institute,,Member Review Board,Qatar,https://orcid.org/0000-0002-6686-1757
Mirella Moro,Mirella Moura,Moro,Federal University of Minas Gerais,Belo Horizonte,Member Review Board,Brazil,https://orcid.org/0000-0002-0545-2001
Davide Mottin,Davide,Mottin,Aarhus University,,Member Review Board,Denmark,https://orcid.org/0000-0001-8256-2258
Barzan Mozafari,Barzan,Mozafari,University of Michigan,,Member Review Board,United States,
Parth Nagarkar,Parth,Nagarkar,New Mexico State University,,Member Review Board,United States,https://orcid.org/0000-0001-6284-9251
Vivek Narasayya,Vivek,Narasayya,Microsoft Research,,Member Review Board,United States,
Mario Nascimento,Mario A.,Nascimento,University of Alberta,,Member Review Board,Canada,
Azade Nazi,Azade,Nazi,Microsoft Research,,Member Review Board,United States,
Raymond Ng,Raymond,Ng,University of British Columbia,,Member Review Board,Canada,
Beng Chin Ooi,Beng Chin,Ooi,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0003-4446-1100
Vincent Oria,Vincent,Oria,New Jersey Institute of Technology,,Member Review Board,United States,
George Papadakis,George,Papadakis,University of Athens,,Member Review Board,Greece,
Dimitris Papadias,Dimitris,Papadias,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-5588-1026
Olga Papaemmanouil,Olga,Papaemmanouil,Brandeis University,,Member Review Board,United States,
Paolo Papotti,Paolo,Papotti,EURECOM,,Member Review Board,France,https://orcid.org/0000-0003-0651-4128
Stefano Paraboschi,Stefano,Paraboschi,University of Bergamo,,Member Review Board,Italy,https://orcid.org/0000-0003-0399-1738
Jignesh Patel,Jignesh M.,Patel,University of Wisconsin,Madison,Member Review Board,United States,
Andrew Pavlo,Andrew,Pavlo,Carnegie Mellon University,Pittsburgh,Member Review Board,United States,
Lucian Popa,Lucian,Popa,IBM Research,Almaden,Member Review Board,United States,
Danica Porobic,Danica,Porobic,Oracle,,Member Review Board,United States,
Fabio Porto,Fábio,Porto,National Laboratory for Scientific Computing,,Member Review Board,Brazil,https://orcid.org/0000-0002-4597-4832
Abdul Quamar,Abdul,Quamar,IBM Research,Almaden,Member Review Board,United States,
Vijayshankar Raman,Vijayshankar,Raman,Google,Sunnyvale,Member Review Board,United States,
Maya Ramanath,Maya,Ramanath,Indian Institute of Technology,Delhi,Member Review Board,India,https://orcid.org/0000-0002-5413-5686
Berthold Reinwald,Berthold,Reinwald,IBM Research,Almaden,Member Review Board,United States,
Matthias Renz,Matthias,Renz,George Mason University,,Member Review Board,United States,
Mirek Riedewald,Mirek,Riedewald,Northeastern University,Boston,Member Review Board,United States,
Mary Roth,Mary,Roth,IBM Research,Almaden,Member Review Board,United States,
Senjuti Basu Roy,Senjuti Basu,Roy,New Jersey Institute of Technology,,Member Review Board,United States,
Sudip Roy,Sudip,Roy,Google Research,Mountain View,Member Review Board,United States,
Florin Rusu,Florin,Rusu,University of California,Merced,Member Review Board,United States,
Diptikalyan Saha,Diptikalyan,Saha,IBM Research,AI,Member Review Board,India,
Semih Salihoglu,Semih,Salihoglu,University of Waterloo,,Member Review Board,Canada,
Karthik Sankaranarayanan,Karthik,Sankaranarayanan,IBM Research,AI,Member Review Board,India,
Maria Luisa Sapino,Maria Luisa,Sapino,University of Torino,,Member Review Board,Italy,https://orcid.org/0000-0002-7621-3753
Ahmet Erdem Sariyuce,A. Erdem,Sariyüce,University at Buffalo,,Member Review Board,United States,
Mohamed Sarwat,Mohamed,Sarwat,Arizona State University,Tempe,Member Review Board,United States,
Yücel Saygin,Yücel,Saygin,Sabanci University,,Member Review Board,Turkey,https://orcid.org/0000-0001-9243-7776
Shuo Shang,Shuo,Shang,King Abdullah University of Science and Technology,,Member Review Board,Saudi Arabia,https://orcid.org/0000-0002-1117-2890
Yingxia Shao,Yingxia,Shao,Beijing University of Posts and Telecommunications,,Member Review Board,China,https://orcid.org/0000-0002-8559-2628
Heng Tao Shen,Heng Tao,Shen,University of Electronic Science and Technology of China,,Member Review Board,China,https://orcid.org/0000-0002-2999-2088
Yanyan Shen,Yanyan,Shen,Shanghai Jiao Tong University,,Member Review Board,China,
Alkis Simitsis,Alkis,Simitsis,Micro Focus,,Member Review Board,United Kingdom,
Ambuj Singh,Ambuj,Singh,University of California,Santa Barbara,Member Review Board,United States,
Shaoxu Song,Shaoxu,Song,Tsinghua University,,Member Review Board,China,https://orcid.org/0000-0002-9503-2755
Kostas Stefanidis,Kostas,Stefanidis,Tampere University,,Member Review Board,Finland,https://orcid.org/0000-0003-3483-2334
Letizia Tanca,Letizia,Tanca,Polytechnic University of Milan,,Member Review Board,Italy,
Nan Tang,Nan,Tang,Qatar Computing Research Institute,,Member Review Board,Qatar,
Egemen Tanin,Egemen,Tanin,University of Melbourne,,Member Review Board,Australia,https://orcid.org/0000-0001-5014-1969
Jens Teubner,Jens,Teubner,Technical University of Dortmund,,Member Review Board,Germany,https://orcid.org/0000-0002-0344-5203
Martin Theobald,Martin,Theobald,University of Luxembourg,,Member Review Board,Luxembourg,
Yuanyuan Tian,Yuanyuan,Tian,IBM Research,Almaden,Member Review Board,United States,
Hanghang Tong,Hanghang,Tong,Arizona State University,Tempe,Member Review Board,United States,
Yongxin Tong,Yongxin,Tong,Beihang University,,Member Review Board,China,https://orcid.org/0000-0002-5598-0312
Pinar Tozun,Pinar,Tozun,IT University of Copenhagen,,Member Review Board,Denmark,https://orcid.org/0000-0001-6838-4854
Immanuel Trummer,Immanuel,Trummer,Cornell University,,Member Review Board,United States,https://orcid.org/0000-0002-7203-2349
Yannis Velegrakis,Yannis,Velegrakis,Utrecht University,,Member Review Board,Netherlands,https://orcid.org/0000-0001-6332-0296
Stratis Viglas,Stratis,Viglas,University of Edinburgh,,Member Review Board,United Kingdom,
Sai Wu,Sai,Wu,Zhejiang University,,Member Review Board,China,
Yinghui Wu,Yinghui,Wu,Washington State University,,Member Review Board,United States,https://orcid.org/0000-0002-5184-871X
Yingjun Wu,Yingjun,Wu,IBM Research,Almaden,Member Review Board,United States,
Li Xiong,Li,Xiong,Emory University,,Member Review Board,United States,
Jianliang Xu,Jianliang,Xu,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,
Jun Yang,Jun,Yang,Duke University,,Member Review Board,United States,
Xiaochun Yang,Xiaochun,Yang,"Northeastern University, China",,Member Review Board,United States,
Junjie Yao,Junjie,Yao,East China Normal University,,Member Review Board,China,https://orcid.org/0000-0002-2381-706X
Hongzhi Yin,Hongzhi,Yin,University of Queensland,,Member Review Board,Australia,https://orcid.org/0000-0003-1395-261X
Cong Yu,Cong,Yu,Google Research,New York City,Member Review Board,United States,
Ye Yuan,Ye,Yuan,Beijing Institute of Technology,,Member Review Board,China,
Demetrios Zeinalipour-Yazti,Demetrios,Zeinalipour-Yazti,University of Cyprus,,Member Review Board,Cyprus,https://orcid.org/0000-0002-7239-2387
Steffen Zeuch,Steffen,Zeuch,German Research Center for Artificial Intelligence,,Member Review Board,Germany,
Wenjie Zhang,Wenjie,Zhang,University of New South Wales,,Member Review Board,Australia,
Ying Zhang,Ying,Zhang,University of New South Wales,,Member Review Board,Australia,
Kai Zheng,Kai,Zheng,University of Electronic Science and Technology of China,,Member Review Board,China,
Xiangmin Zhou,Xiangmin,Zhou,RMIT University,,Member Review Board,Australia,
Xiaofang Zhou,Xiaofang,Zhou,University of Queensland,,Member Review Board,Australia,
Kostas Zoumpatianos,Kostas,Zoumpatianos,Harvard University,,Member Review Board,United States,https://orcid.org/0000-0002-6221-8254
