Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Wang-Chiew Tan,Wang-Chiew,Tan,University of California,Santa Cruz,Associate Editor,United States,
Letizia Tanca,Letizia,Tanca,Polytechnic University of Milan,,Associate Editor,Italy,
Jeffrey Yu,Jeffrey,Yu,Chinese University of Hong Kong,,Associate Editor,Hong Kong SAR,
Gao Cong,Gao,Cong,Nanyang Technological University,Singapore,Associate Editor,Singapore,
Jens Dittrich,Jens,Dittrich,Saarland University,,Associate Editor,Germany,
Zachary Ives,Zachary,Ives,University of Pennsylvania,,Associate Editor,United States,
Li Xiong,Li,Xiong,Emory University,,Publication Editor,United States,
Cong Yu,Cong,Yu,Google Research,New York City,Publication Editor,United States,
Gerald Weber,Gerald,Weber,University of Auckland,,Information Director,New Zealand,https://orcid.org/0000-0002-2935-1571
Sibel Adali,Sibel,Adali,Rensselaer Polytechnic Institute,,Member Review Board,United States,
Foto Afrati,Foto,Afrati,National Technical University of Athens,,Member Review Board,Greece,
Yanif Ahmad,Yanif,Ahmad,Johns Hopkins University,,Member Review Board,United States,
Jose Luis Ambite,Jose Luis,Ambite,University of Southern California,Information Sciences Institute,Member Review Board,United States,https://orcid.org/0000-0003-0087-080X
Walid Aref,Walid,Aref,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0001-8169-7775
Andrey Balmin,Andrey,Balmin,IBM Research,,Member Review Board,United States,https://orcid.org/0000-0003-3034-6259
Claudia Bauzer Medeiros,Claudia Bauzer,Medeiros,University of Campinas,,Member Review Board,Brazil,https://orcid.org/0000-0003-1908-4753
Srikanta Bedathur,Srikanta,Bedathur,Indian Institute of Technology,Delhi,Member Review Board,India,https://orcid.org/0000-0002-3949-2175
Michael Benedikt,Michael,Benedikt,University of Oxford,,Member Review Board,United Kingdom,https://orcid.org/0000-0003-2964-0880
Sonia Bergamaschi,Sonia,Bergamaschi,University of Modena and Reggio Emilia,,Member Review Board,Italy,https://orcid.org/0000-0001-8087-6587
Laure Berti-Equille,Laure,Berti-Equille,French Institute of Research for Development,,Member Review Board,France,https://orcid.org/0000-0002-8046-0570
Leopoldo Bertossi,Leopoldo,Bertossi,Carleton University,,Member Review Board,Canada,https://orcid.org/0000-0002-1144-3179
Subhash Bhalla,Subhash,Bhalla,University of Aizu,,Member Review Board,Japan,https://orcid.org/0000-0002-3294-9013
Peter Boncz,Peter,Boncz,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Angela Bonifati,Angela,Bonifati,University of Lille 1 Sciences and Technology,,Member Review Board,France,https://orcid.org/0000-0002-9582-869X
Rajesh Bordawekar,Rajesh,Bordawekar,IBM Research,Watson Research Center,Member Review Board,United States,
Omar Boucelma,Omar,Boucelma,Aix-Marseille University,,Member Review Board,France,https://orcid.org/0000-0001-7999-0032
Nico Bruno,Nicolas,Bruno,Microsoft Research,,Member Review Board,United States,
Andrea Cali,Andrea,Cali,University of London,,Member Review Board,United Kingdom,
Malu Castellanos,Malu,Castellanos,HP Labs,,Member Review Board,United States,
Badrish Chandramouli,Badrish,Chandramouli,Microsoft Research,,Member Review Board,United States,
Adriane Chapman,Adriane,Chapman,Mitre Corporation,,Member Review Board,United States,https://orcid.org/0000-0002-3814-2587
Gang Chen,Gang,Chen,Zhejiang University,,Member Review Board,China,
Yi Chen,Yi,Chen,New Jersey Institute of Technology,,Member Review Board,United States,
James Cheng,James,Cheng,Chinese University of Hong Kong,,Member Review Board,China,
Reynold Cheng,Reynold,Cheng,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-9480-9809
Brian Cooper,Brian,Cooper,Google,Mountain View,Member Review Board,United States,
Philippe Cudré-Mauroux,Philippe,Cudré-Mauroux,University of Fribourg,,Member Review Board,Switzerland,https://orcid.org/0000-0003-2588-4212
Carlo Curino,Carlo,Curino,Massachusetts Institute of Technology,,Member Review Board,United States,
Gautam Das,Gautam,Das,University of Texas,Arlington,Member Review Board,United States,
Sudipto Das,Sudipto,Das,Microsoft Research,,Member Review Board,United States,
Anish Das Sarma,Anish Das,Sarma,Google Research,Mountain View,Member Review Board,United States,
Atish Das Sarma,Atish Das,Sarma,eBay Research Labs,,Member Review Board,United States,
Khuzaima Daudjee,Khuzaima,Daudjee,University of Waterloo,,Member Review Board,United States,
Antonios Deligiannakis,Antonios,Deligiannakis,Technical University of Crete,,Member Review Board,Greece,
Daniel Deutch,Daniel,Deutch,Ben-Gurion University,,Member Review Board,Israel,
Yanlei Diao,Yanlei,Diao,University of Massachusetts,Amherst,Member Review Board,United States,
Luna Dong,Xin Luna,Dong,Google Research,Mountain View,Member Review Board,United States,
Sameh Elnikety,Sameh,Elnikety,Microsoft Research,,Member Review Board,United States,
Mohamed Eltabakh,Mohamed Y.,Eltabakh,Worcester Polytechnic Institute,,Member Review Board,United States,
Ihab F. Ilyas,Ihab F.,Ilyas,Qatar Computing Research Institute,,Member Review Board,Qatar,https://orcid.org/0000-0001-9052-9714
Hakan Ferhatosmanoglu,Hakan,Ferhatosmanoglu,Bilkent University,,Member Review Board,Turkey,
Ada Wai-Chee Fu,Ada Wai-Chee,Fu,Chinese University of Hong Kong,,Member Review Board,China,
Minos Garofalakis,Minos,Garofalakis,Technical University of Crete,,Member Review Board,Greece,
Wolfgang Gatterbauer,Wolfgang,Gatterbauer,Carnegie Mellon University,,Member Review Board,United States,https://orcid.org/0000-0002-9614-0504
Tingjian Ge,Tingjian,Ge,University of Massachusetts,Lowell,Member Review Board,United States,
Bugra Gedik,Bugra,Gedik,Bilkent University,,Member Review Board,Turkey,https://orcid.org/0000-0002-0622-1141
Rainer Gemulla,Rainer,Gemulla,Max Planck Institute,Saarbrücken,Member Review Board,Germany,https://orcid.org/0000-0003-2762-0050
Gabriel Ghinita,Gabriel,Ghinita,University of Massachusetts,,Member Review Board,United States,https://orcid.org/0000-0002-8372-3006
Parke Godfrey,Parke,Godfrey,York University,,Member Review Board,Canada,
Lukasz Golab,Lukasz,Golab,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0003-0632-7496
Sergio Greco,Sergio,Greco,University of Calabria,,Member Review Board,Italy,
Le Gruenwald,Le,Gruenwald,University of Oklahoma,,Member Review Board,United States,
Giovanna Guerrini,Giovanna,Guerrini,University of Genoa,,Member Review Board,Italy,https://orcid.org/0000-0001-9125-9867
Krishna Gummadi,Krishna,Gummadi,Max Planck Institute,Kaiserslautern,Member Review Board,Germany,
Rahul Gupta,Rahul,Gupta,Indian Institute of Technology,Bombay,Member Review Board,India,
Rajeev Gupta,Rajeev,Gupta,IBM Research,,Member Review Board,United States,
Marios Hadjielefhteriou,Marios,Hadjielefhteriou,AT&T Labs,,Member Review Board,United States,
Wook-Shin Han,Wook-Shin,Han,Pohang University of Science and Technology,,Member Review Board,South Korea,
Kuno Harumi,Kuno,Harumi,HP Labs,,Member Review Board,United States,
Bingsheng He,Bingsheng,He,Nanyang Technological University,,Member Review Board,Singapore,
Sven Helmer,Sven,Helmer,Free University of Bozen-Bolzano,,Member Review Board,Italy,
Jan Hidders,Jan,Hidders,Delft University of Technology,,Member Review Board,Netherlands,https://orcid.org/0000-0002-8865-4329
Katja Hose,Katja,Hose,Aalborg University,,Member Review Board,Denmark,https://orcid.org/0000-0001-7025-8099
Zi Huang,Zi,Huang,University of Queensland,,Member Review Board,Australia,
Jeong-Hyon Hwang,Jeong-Hyon,Hwang,State University of New York,Albany,Member Review Board,United States,
Seung-won Hwang,Seung-won,Hwang,Pohang University of Science and Technology,,Member Review Board,South Korea,
Stratos Idreos,Stratos,Idreos,Harvard University,,Member Review Board,United States,
Yoshiharu Ishikawa,Yoshiharu,Ishikawa,Nagoya University,,Member Review Board,Japan,
Zachary Ives,Zachary,Ives,University of Pennsylvania,,Member Review Board,United States,
Ricardo Jimenez-Peris,Ricardo,Jimenez-Peris,Technical University of Madrid,,Member Review Board,Spain,
Cheqing Jin,Cheqing,Jin,East China Normal University,,Member Review Board,China,
Ruoming Jin,Ruoming,Jin,Kent State University,,Member Review Board,United States,
Alekh Jindal,Alekh,Jindal,Massachusetts Institute of Technology,,Member Review Board,United States,
Ryan Johnson,Ryan,Johnson,University of Toronto,,Member Review Board,Canada,
Dmitri V Kalashnikov,Dmitri V.,Kalashnikov,University of California,Irvine,Member Review Board,United States,
Panos Kalnis,Panos,Kalnis,King Abdullah University of Science and Technology,,Member Review Board,Saudi Arabia,https://orcid.org/0000-0002-5060-1360
U Kang,U,Kang,Korea Advanced Institute of Science and Technology,,Member Review Board,South Korea,
Ben Kao,Ben,Kao,Hong Kong University,,Member Review Board,Hong Kong SAR,
Panagiotis Karras,Panagiotis,Karras,Rutgers University,,Member Review Board,United States,
Yiping Ke,Yiping,Ke,Institute of High Performance Computing,,Member Review Board,Singapore,https://orcid.org/0000-0001-9473-3202
Bettina Kemme,Bettina,Kemme,McGill University,,Member Review Board,Canada,
Daniel Kifer,Daniel,Kifer,Pennsylvania State University,,Member Review Board,United States,https://orcid.org/0000-0002-4611-7066
Benny Kimelfeld,Benny,Kimelfeld,IBM,,Member Review Board,United States,
Hideaki Kimura,Hideaki,Kimura,HP Labs,,Member Review Board,United States,
George Kollios,George,Kollios,Boston University,,Member Review Board,United States,
Christian König,Christian,König,Microsoft Research,,Member Review Board,United States,
Tim Kraska,Tim,Kraska,Brown University,,Member Review Board,United States,
Laks V. S. Lakshmanan,Laks V.S.,Lakshmanan,University of British Columbia,,Member Review Board,Canada,
Mounia Lalmas,Mounia,Lalmas,Yahoo,,Member Review Board,United States,
Mong-Li Lee,Mong-Li,Lee,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0002-9636-388X
Wolfgang Lehner,Wolfgang,Lehner,Technical University of Dresden,,Member Review Board,Germany,https://orcid.org/0000-0001-8107-2775
Justin Levandoski,Justin,Levandoski,Microsoft Research,,Member Review Board,United States,
Chengkai Li,Chengkai,Li,University of Texas,Arlington,Member Review Board,United States,
Cuiping Li,Cuiping,Li,Renmin University of China,,Member Review Board,China,
Feifei Li,Feifei,Li,University of Utah,,Member Review Board,United States,
Guoliang Li,Guoliang,Li,Tsinghua University,,Member Review Board,China,
Jianzhong Li,Jianzhong,Li,Harbin Institute of Technology,,Member Review Board,China,
Yunyao Li,Yunyao,Li,IBM Research,Almaden,Member Review Board,United States,
Zhanhuai Li,Zhanhuai,Li,Northwestern Polytechnical University,,Member Review Board,United States,
Dan Lin,Dan,Lin,Missouri University of Science and Technology,,Member Review Board,United States,
Xuemin Lin,Xuemin,Lin,University of New South Wales,,Member Review Board,Australia,
Bin Liu,Bin,Liu,NEC Laboratories America,,Member Review Board,United States,
Ziyang Liu,Ziyang,Liu,NEC Laboratories America,,Member Review Board,United States,
Eric Lo,Eric,Lo,Hong Kong Polytechnic University,,Member Review Board,Hong Kong SAR,
Qiong Luo,Qiong,Luo,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Shuai Ma,Shuai,Ma,Beihang University,,Member Review Board,China,
Ashwin Machanavajjhala,Ashwin,Machanavajjhala,Duke University,,Member Review Board,United States,
Brad Malin,Brad,Malin,Duke University,,Member Review Board,United States,
Nikos Mamoulis,Nikos,Mamoulis,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0003-3423-4895
Stefan Manegold,Stefan,Manegold,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Murali Mani,Murali,Mani,University of Michigan,,Member Review Board,United States,
Ioana Manolescu,Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Amalie Marian,Amalie,Marian,Rutgers University,,Member Review Board,United States,
Volker Markl,Volker,Markl,Technical University of Berlin,,Member Review Board,Germany,
Marta Mattoso,Marta,Mattoso,Federal University of Rio de Janeiro,,Member Review Board,Brazil,https://orcid.org/0000-0002-0870-3371
Frank McSherry,Frank,McSherry,Microsoft Research,,Member Review Board,United States,
Alexandra Meliou,Alexandra,Meliou,University of Massachusetts,Amherst,Member Review Board,United States,
Marco Mesiti,Marco,Mesiti,University of Milan,,Member Review Board,Italy,https://orcid.org/0000-0001-5701-0080
Jun-Ki Min,Jun-Ki,Min,Korea University of Technology,,Member Review Board,South Korea,
Dan Miranker,Dan,Miranker,University of Texas,Austin,Member Review Board,United States,
Mohamed Mokbel,Mohamed F.,Mokbel,University of Minnesota,,Member Review Board,United States,https://orcid.org/0000-0002-6686-1757
Bongki Moon,Bongki,Moon,Seoul National University,,Member Review Board,South Korea,
Yasuhiko Morimoto,Yasuhiko,Morimoto,Hiroshima University,,Member Review Board,Japan,https://orcid.org/0000-0001-7130-2864
Mirella Moro,Mirella Moura,Moro,Federal University of Minas Gerais,,Member Review Board,Brazil,https://orcid.org/0000-0002-0545-2001
Kyriakos Mouratidis,Kyriakos,Mouratidis,Singapore Management University,,Member Review Board,Singapore,https://orcid.org/0000-0002-8835-430X
Karin Murthy,Karin,Murthy,IBM,,Member Review Board,India,
Arnab Nandi,Arnab,Nandi,Ohio State University,Columbus,Member Review Board,United States,
Wolfgang Nejdl,Wolfgang,Nejdl,University of Hannover,,Member Review Board,Germany,
Thomas Neumann,Thomas,Neumann,Technical University of Munich,,Member Review Board,Germany,
Boris Novikov,Boris,Novikov,St Petersburg University,,Member Review Board,Russia,
Dan Olteanu,Dan,Olteanu,LogicBlox,,Member Review Board,United States,
Gultekin Ozsoyoglu,Gultekin,Ozsoyoglu,Case Western Reserve University,,Member Review Board,United States,
Tamer Ozsu,M. Tamer,Özsu,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0002-8126-1717
Esther Pacitti,Esther,Pacitti,University of Montpellier,,Member Review Board,France,https://orcid.org/0000-0003-1370-9943
Themis Palpanas,Themis,Palpanas,University of Trento,,Member Review Board,Italy,https://orcid.org/0000-0002-8031-0265
Ippokratis Pandis,Ippokratis,Pandis,IBM Research,Almaden,Member Review Board,United States,
Stelios Paparizos,Stelios,Paparizos,Microsoft Research,,Member Review Board,United States,
Aditya Parameswaran,Aditya,Parameswaran,Stanford University,,Member Review Board,United States,
Srinivasan Parthasarathy,Srinivasan,Parthasarathy,Ohio State University,Columbus,Member Review Board,United States,
Jignesh Patel,Jignesh M.,Patel,University of Wisconsin,Madison,Member Review Board,United States,
Andrew Pavlo,Andrew,Pavlo,Brown University,,Member Review Board,United States,
Peter Pietzuch,Peter,Pietzuch,Imperial College London,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-6963-5640
Neoklis Polyzotis,Neoklis,Polyzotis,University of California,Santa Cruz,Member Review Board,United States,
Cecilia M. Procopiuc,Cecilia M.,Procopiuc,AT&T Labs,,Member Review Board,United States,
Li Qian,Li,Qian,University of Michigan,,Member Review Board,United States,
Jorge Quiané-Ruiz,Jorge,Quiané-Ruiz,Qatar Computing Research Institute,,Member Review Board,Qatar,
Elisa Quintarelli,Elisa,Quintarelli,Polytechnic University of Milan,,Member Review Board,Italy,https://orcid.org/0000-0001-6092-6831
Maya Ramanath,Maya,Ramanath,Indian Institute of Technology,Delhi,Member Review Board,India,https://orcid.org/0000-0002-5413-5686
Louiqa Raschid,Louiqa,Raschid,University of Maryland,,Member Review Board,United States,https://orcid.org/0000-0002-0630-6049
Vibhar Rastogi,Vibhar,Rastogi,Yahoo,,Member Review Board,United States,
Matthias Renz,Matthias,Renz,Ludwig Maximilian University of Munich,,Member Review Board,Germany,
Kenneth Ross,Kenneth A.,Ross,Columbia University,,Member Review Board,United States,
Sourav S Bhowmick,Sourav S.,Bhowmick,Nanyang Technological University,,Member Review Board,Singapore,
Dimitris Sacharidis,Dimitris,Sacharidis,Institute for the Management of Information Systems,Athen,Member Review Board,Greece,https://orcid.org/0000-0001-5022-1483
Kenneth Salem,Kenneth,Salem,University of Waterloo,,Member Review Board,United States,
Maria Sapino,Maria Luisa,Sapino,University of Torino,,Member Review Board,Italy,https://orcid.org/0000-0002-7621-3753
Kai-Uwe Sattler,Kai-Uwe,Sattler,Technical University of Ilmenau,,Member Review Board,Germany,https://orcid.org/0000-0003-1608-7721
Monica Scannapieco,Monica,Scannapieco,Italian National Institute of Statistics,,Member Review Board,Italy,
Stefanie Scherzinger,Stefanie,Scherzinger,Regensburg University of Applied Sciences,,Member Review Board,Germany,
Bernhard Seeger,Bernhard,Seeger,Philipps University of Marburg,,Member Review Board,Germany,https://orcid.org/0000-0002-9362-153X
Lidan Shou,Lidan,Shou,Zhejiang University,,Member Review Board,China,
Adam Silberstein,Adam,Silberstein,Trifacta,,Member Review Board,United States,
Lisa Singh,Lisa,Singh,Georgetown University,,Member Review Board,United States,
Radu Sion,Radu,Sion,Stony Brook University,New York,Member Review Board,United States,
Yufei Tao,Yufei,Tao,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0003-3883-5452
Nesime Tatbul,Nesime,Tatbul,ETH Zurich,,Member Review Board,Switzerland,
Arash Termehchy,Arash,Termehchy,Oregon State University,,Member Review Board,United States,
Evimaria Terzi,Evimaria,Terzi,University of Boston,,Member Review Board,United States,
Martin Theobald,Martin,Theobald,Max Planck Institute,Saarbrücken,Member Review Board,Germany,
Srikanta Tirthapura,Srikanta,Tirthapura,Iowa State University,,Member Review Board,United States,https://orcid.org/0000-0001-5321-924X
Riccardo Torlone,Riccardo,Torlone,Roma Tre University,,Member Review Board,Italy,https://orcid.org/0000-0003-1484-3693
Anthony Tung,Anthony K. H.,Tung,National University of Singapore,,Member Review Board,Singapore,
Kostas Tzoumas,Kostas,Tzoumas,Technical University of Berlin,,Member Review Board,Germany,
Sergei Vassilvitskii,Sergei,Vassilvitskii,Google Research,,Member Review Board,United States,
Marcos Vaz Salles,Marcos Antonio Vaz,Salles,University of Copenhagen,,Member Review Board,Denmark,
Stratis Viglas,Stratis,Viglas,University of Edinburgh,,Member Review Board,United Kingdom,
Hoang Tam Vo,Hoang Tam,Vo,National University of Singapore,,Member Review Board,Singapore,
Daisy Zhe Wang,Daisy Zhe,Wang,University of Florida,,Member Review Board,United States,
Haixun Wang,Haixun,Wang,Microsoft Research,Asia,Member Review Board,China,
Ke Wang,Ke,Wang,Simon Fraser University,,Member Review Board,Canada,
Wei Wang,Wei,Wang,University of New South Wales,,Member Review Board,Australia,
Xiaoling Wang,Xiaoling,Wang,East China Normal University,,Member Review Board,China,
Ingmar Weber,Ingmar,Weber,Yahoo,,Member Review Board,United States,https://orcid.org/0000-0003-4169-2579
Raymond Chi Wing Wong,Raymond Chi-Wing,Wong,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-7045-6503
Sai Wu,Sai,Wu,Zhejiang University,,Member Review Board,China,
Yuqing Wu,Yuqing,Wu,Indiana University,Bloomington,Member Review Board,United States,
Xiaokui Xiao,Xiaokui,Xiao,Nanyang Technological University,,Member Review Board,Singapore,
Dong Xin,Dong,Xin,Google Research,Mountain View,Member Review Board,United States,
Jianliang Xu,Jianliang,Xu,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,
Jun (Jim) Xu,Jun (Jim),Xu,Georgia Institute of Technology,,Member Review Board,United States,https://orcid.org/0000-0002-0046-8119
Xifeng Yan,Xifeng,Yan,University of California,Santa Barbara,Member Review Board,United States,
Xiaoyan Yang,Xiaoyan,Yang,Advanced Digital Science Center,,Member Review Board,Singapore,
Ke Yi,Ke,Yi,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Ge Yu,Ge,Yu,Northeastern University,,Member Review Board,United States,
Hwanjo Yu,Hwanjo,Yu,Pohang University of Science and Technology,,Member Review Board,South Korea,https://orcid.org/0000-0002-7510-0255
Meihui Zhang,Meihui,Zhang,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0002-0752-9877
Wenjie Zhang,Wenjie,Zhang,University of New South Wales,,Member Review Board,Australia,
Ying Zhang,Ying,Zhang,University of New South Wales,,Member Review Board,Australia,
Zhenjie Zhang,Zhenjie,Zhang,Advanced Digital Science Center,,Member Review Board,Singapore,
Wenzhao Zhou,Wenzhao,Zhou,Georgetown University,,Member Review Board,United States,
Xiaofang Zhou,Xiaofang,Zhou,University of Queensland,,Member Review Board,Australia,
Divesh Srivastava,Divesh,Srivastava,AT&T Labs,,Managing Editor,United States,
Philip Bernstein,Philip A.,Bernstein,Microsoft Research,,Member Advisory Board,United States,
Michael Böhlen,Michael H.,Böhlen,University of Zurich,,Member Advisory Board,Switzerland,https://orcid.org/0000-0003-3694-9026
Peter Buneman,Peter,Buneman,University of Edinburgh,,Member Advisory Board,United Kingdom,
Susan Davidson,Susan,Davidson,University of Pennsylvania,,Member Advisory Board,United States,
Z. Meral Ozsoyoglu,Z. Meral,Ozsoyoglu,Case Western Reserve University,,Member Advisory Board,United States,
S. Sudarshan,S.,Sudarshan,Indian Institute of Technology,Bombay,Member Advisory Board,India,
Gerhard Weikum,Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Advisory Board,Germany,
Divesh Srivastava,Divesh,Srivastava,AT&T Labs,,Member Advisory Board,United States,
