Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Eric Lo,Eric,Lo,Polytechnic University of Hong Kong,,Member Review Board,Hong Kong SAR,
Guy Lohman,Guy,Lohman,IBM Research,Almaden,Member Review Board,United States,
Jiaheng Lu,Jiaheng,Lu,Renmin University of China,,Member Review Board,China,https://orcid.org/0000-0003-2067-454X
Qiong Luo,Qiong,Luo,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Jayant Madhavan,Jayant,Madhavan,Google,,Member Review Board,United States,
Ioana Manolescu,Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Patrick Marcel,Patrick,Marcel,University of Tours,,Member Review Board,France,
Marta Mattoso,Marta,Mattoso,Federal University of Rio de Janeiro,,Member Review Board,Brazil,https://orcid.org/0000-0002-0870-3371
Alexandra Meliou,Alexandra,Meliou,University of Massachusetts,Amherst,Member Review Board,United States,
Sergey Melnik,Sergey,Melnik,Google,,Member Review Board,United States,
Weiyi Meng,Weiyi,Meng,Binghamton University,,Member Review Board,United States,https://orcid.org/0000-0002-7246-2058
Sebastian Michel,Sebastian,Michel,Saarland University,,Member Review Board,Germany,
Iris Miliaraki,Iris,Miliaraki,Yahoo Labs,Barcelona,Member Review Board,Spain,
Renee Miller,Renée J.,Miller,University of Toronto,,Member Review Board,Canada,
Zhou Minqi,Zhou,Minqi,East China Normal University,,Member Review Board,China,
Prasenjit Mitra,Prasenjit,Mitra,Pennsylvania State University,,Member Review Board,United States,
Bernhard Mitschang,Bernhard,Mitschang,University of Stuttgart,,Member Review Board,Germany,
Mohamed Mokbel,Mohamed F.,Mokbel,Northeastern University,Boston,Member Review Board,United States,https://orcid.org/0000-0002-6686-1757
Barzan Mozafari,Barzan,Mozafari,University of Michigan,,Member Review Board,United States,
Hannes Mühleisen,Hannes,Mühleisen,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,https://orcid.org/0000-0001-8552-0029
Arnab Nandi,Arnab,Nandi,Ohio State University,Columbus,Member Review Board,United States,
Vivek Narasayya,Vivek,Narasayya,Microsoft Research,,Member Review Board,United States,
Jeffrey Naughton,Jeffrey,Naughton,University of Wisconsin,Madison,Member Review Board,United States,
Rimma Nehme,Rimma V.,Nehme,Microsoft Research,,Member Review Board,United States,
Thomas Neumann,Thomas,Neumann,Technical University of Munich,,Member Review Board,Germany,
Raymond Ng,Raymond,Ng,University of British Columbia,,Member Review Board,Canada,
Christopher Olston,Christopher,Olston,Google,,Member Review Board,United States,
Dan Olteanu,Dan,Olteanu,Oxford University,,Member Review Board,United Kingdom,
Beng Chin Ooi,Beng Chin,Ooi,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0003-4446-1100
M. Tamer Özsu,M. Tamer,Özsu,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0002-8126-1717
Themis Palpanas,Themis,Palpanas,Paris Descartes University,,Member Review Board,France,https://orcid.org/0000-0002-8031-0265
Ippokratis Pandis,Ippokratis,Pandis,IBM Research,Almaden,Member Review Board,United States,
Dimitris Papadias,Dimitris,Papadias,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-5588-1026
Paolo Papotti,Paolo,Papotti,Qatar Computing Research Institute,,Member Review Board,Qatar,https://orcid.org/0000-0003-0651-4128
Andy Pavlo,Andrew,Pavlo,Carnegie Mellon University,Pittsburgh,Member Review Board,United States,
Torben Bach Pedersen,Torben Bach,Pedersen,Aalborg University,,Member Review Board,Denmark,https://orcid.org/0000-0002-1615-777X
Jian Pei,Jian,Pei,Simon Fraser University,,Member Review Board,Canada,
Peter Pietzuch,Peter,Pietzuch,Imperial College London,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-6963-5640
Evaggelia Pitoura,Evaggelia,Pitoura,University of Ioannina,,Member Review Board,Greece,https://orcid.org/0000-0002-3775-4995
Alkis Polyzotis,Alkis,Polyzotis,Google,Mountain View,Member Review Board,United States,
Fabio Porto,Fábio,Porto,National Laboratory for Scientific Computing,,Member Review Board,Brazil,
Li Qian,Li,Qian,Facebook,,Member Review Board,United States,
Jorge Arnulfo Quiane Ruiz,Jorge Arnulfo Quiane,Ruiz,Qatar Computing Research Institute,,Member Review Board,Qatar,
Tilmann Rabl,Tilmann,Rabl,University of Toronto,,Member Review Board,Canada,
Erhard Rahm,Erhard,Rahm,University of Leipzig,,Member Review Board,Germany,https://orcid.org/0000-0002-2665-1114
Krithi Ramamritham,Krithi,Ramamritham,Indian Institute of Technology,Bombay,Member Review Board,India,
Ravi Ramamurthy,Ravi,Ramamurthy,Microsoft Research,,Member Review Board,United States,
Vijayshankar Raman,Vijayshankar,Raman,IBM Research,Almaden,Member Review Board,United States,
Mirek Riedewald,Mirek,Riedewald,Northeastern University,Boston,Member Review Board,United States,
Tore Risch,Tore,Risch,Uppsala University,,Member Review Board,Sweden,
Kenneth Ross,Kenneth A.,Ross,Columbia University,,Member Review Board,United States,
Elke Rundensteiner,Elke,Rundensteiner,Worcester Polytechnic Institute,,Member Review Board,United States,
Barna Saha,Barna,Saha,AT&T Labs,,Member Review Board,United States,
Kenneth Salem,Kenneth,Salem,University of Waterloo,,Member Review Board,United States,
Simonas Saltenis,Simonas,Saltenis,Aalborg University,,Member Review Board,Denmark,https://orcid.org/0000-0002-2046-6110
Kai Uwe Sattler,Kai-Uwe,Sattler,Technical University of Ilmenau,,Member Review Board,Germany,https://orcid.org/0000-0003-1608-7721
Eric Sedlar,Eric,Sedlar,Oracle Labs,,Member Review Board,United States,
Bernhard Seeger,Bernhard,Seeger,Philipps University of Marburg,,Member Review Board,Germany,https://orcid.org/0000-0002-9362-153X
Kyuseok Shim,Kyuseok,Shim,Seoul National University,,Member Review Board,South Korea,
Jerome Simeon,Jerome,Simeon,IBM Research,Watson,Member Review Board,United States,
Alkis Simitsis,Alkis,Simitsis,HP Labs,,Member Review Board,United States,
Michael Stonebraker,Michael,Stonebraker,Massachusetts Institute of Technology,,Member Review Board,United States,
Julia Stoyanovich,Julia,Stoyanovich,Drexel University,,Member Review Board,United States,
Nan Tang,Nan,Tang,Qatar Computing Research Institute,,Member Review Board,Qatar,
Yufei Tao,Yufei,Tao,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0003-3883-5452
Sandeep Tata,Sandeep,Tata,Google,,Member Review Board,United States,
Nesime Tatbul,Nesime,Tatbul,Massachusetts Institute of Technology,,Member Review Board,United States,
Arash Termehchy,Arash,Termehchy,Oregon State University,,Member Review Board,United States,
Evimaria Terzi,Evimaria,Terzi,Boston University,,Member Review Board,United States,
Jens Teubner,Jens,Teubner,Technical University of Dortmund,,Member Review Board,Germany,https://orcid.org/0000-0002-0344-5203
Martin Theobald,Martin,Theobald,University of Antwerp,,Member Review Board,Belgium,
Andreas Thor,Andreas,Thor,University of Leipzig,,Member Review Board,Germany,
Yuanyuan Tian,Yuanyuan,Tian,IBM Research,Almaden,Member Review Board,United States,
Anthony Tung,Anthony K. H.,Tung,National University of Singapore,,Member Review Board,Singapore,
Vasilis Vassalos,Vasilis,Vassalos,Athens University of Economics and Business,,Member Review Board,Greece,
Yannis Vassiliou,Yannis,Vassiliou,National Technical University of Athens,,Member Review Board,Greece,
Yannis Velegrakis,Yannis,Velegrakis,University of Trento,,Member Review Board,Italy,https://orcid.org/0000-0001-6332-0296
Rares Vernica,Rares,Vernica,HP Labs,,Member Review Board,United States,
Gottfried Vossen,Gottfried,Vossen,University of Münster,,Member Review Board,Germany,
Florian Waas,Florian,Waas,Datometry Inc.,,Member Review Board,United States,
Daisy Zhe Wang,Daisy Zhe,Wang,University of Florida,,Member Review Board,United States,
Haixun Wang,Haixun,Wang,Google,,Member Review Board,United States,
Wei Wang,Wei,Wang,University of New South Wales,,Member Review Board,Australia,
Gerhard Weikum,Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Review Board,Germany,
Till Westmann,Till,Westmann,Oracle Labs,,Member Review Board,United States,
Steven Whang,Steven,Whang,Google,,Member Review Board,United States,https://orcid.org/0000-0001-6419-931X
Kyu Young Whang,Kyu Young,Whang,Korea Advanced Institute of Science and Technology,,Member Review Board,South Korea,
Raymond Chi Wing Wong,Raymond Chi-Wing,Wong,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-7045-6503
Xiaokui Xiao,Xiaokui,Xiao,Nanyang Technological University,,Member Review Board,Singapore,
Xifeng Yan,Xifeng,Yan,University of California,Santa Barbara,Member Review Board,United States,
Jun Yang,Jun,Yang,Duke University,,Member Review Board,United States,
Xiaochun Yang,Xiaochun,Yang,"Northeastern University, China",,Member Review Board,China,
Cong Yu,Cong,Yu,Google Research,,Member Review Board,United States,
Ge Yu,Ge,Yu,"Northeastern University, China",,Member Review Board,China,
Jeffrey Xu Yu,Jeffrey Xu,Yu,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0002-9738-827X
Xiaofang Zhou,Xiaofang,Zhou,University of Queensland,,Member Review Board,Australia,
Esteban Zimanyi,Esteban,Zimanyi,Université libre de Bruxelles,,Member Review Board,Belgium,https://orcid.org/0000-0003-1843-5099
Marcin Zukowski,Marcin,Zukowski,Snowflake Computing,,Member Review Board,United States,
