Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
H. V. Jagadish,H. V.,Jagadish,University of Michigan,,Founding Editor in Chief,United States,https://orcid.org/0000-0003-0724-5214
Peter Buneman,Peter,Buneman,University of Edinburgh,,General Program Chair,United Kingdom,
Beng Chin Ooi,Beng Chin,Ooi,National University of Singapore,,Track Chair,Singapore,https://orcid.org/0000-0003-4446-1100
Kenneth Ross,Kenneth A.,Ross,Columbia University,,Track Chair,United States,
Gerald Weber,Gerald,Weber,University of Auckland,,Proceedings Chair,New Zealand,https://orcid.org/0000-0002-2935-1571
Gerald Weber,Gerald,Weber,University of Auckland,,Information Director,New Zealand,https://orcid.org/0000-0002-2935-1571
Serge Abiteboul,Serge,Abiteboul,?,,Steering Committee,?,
Peter Apers,Peter,Apers,?,,Steering Committee,?,
Philip Bernstein,Philip A.,Bernstein,Microsoft Research,,Steering Committee,United States,
Elisa Bertino,Elisa,Bertino,Purdue University,,Steering Committee,United States,https://orcid.org/0000-0002-4029-7051
Peter Buneman,Peter,Buneman,University of Edinburgh,,Steering Committee,United Kingdom,
Martin Kersten,Martin,Kersten,Centrum Wiskunde & Informatica,,Steering Committee,Netherlands,
Z Meral Ozsoyuglu,Z Meral,Ozsoyuglu,?,,Steering Committee,?,
"Daniel Abadi (Yale University, USA)",Daniel,Abadi,Yale University,,Member Review Board,United States,
"Gustavo Alonso (Swiss Federal Institute of Technology, Switzerland)",Gustavo,Alonso,Swiss Federal Institute of Technology,,Member Review Board,Switzerland,
"Shivnath Babu (Duke University, USA)",Shivnath,Babu,Duke University,,Member Review Board,United States,
"Elisa Bertino (Purdue University, USA)",Elisa,Bertino,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0002-4029-7051
"Peter Boncz (CWI, Netherlands)",Peter,Boncz,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
"Nico Bruno (Microsoft Research, USA)",Nicolas,Bruno,Microsoft Research,,Member Review Board,United States,
"Barbara Catania (Universita di Genova, Italy)",Barbara,Catania,University of Genoa,,Member Review Board,Italy,https://orcid.org/0000-0002-6443-169X
"Chee Yong Chan (National University of Singapore, Singapore)",Chee Yong,Chan,National University of Singapore,,Member Review Board,Singapore,
"Surajit Chaudhuri (Microsoft Research, USA)",Surajit,Chaudhuri,Microsoft Research,,Member Review Board,United States,
"Yi Chen (Arizona State University, USA)",Yi,Chen,Arizona State University,,Member Review Board,United States,
"Lei Chen (Hong Kong University of Science and Technology, China)",Lei,Chen,Hong Kong University of Science and Technology,,Member Review Board,China,
"Ming-Syan Chen (National Taiwan University, Taiwan)",Ming-Syan,Chen,National Taiwan University,,Member Review Board,Taiwan,https://orcid.org/0000-0002-0711-8197
"Reynold Cheng (Hong Kong Polytechnic University, China)",Reynold,Cheng,Hong Kong Polytechnic University,,Member Review Board,China,https://orcid.org/0000-0002-9480-9809
"Junghoo Cho (University of California, Los Angeles, USA)",Junghoo,Cho,University of California,Los Angeles,Member Review Board,United States,
"Nilesh Dalvi (Yahoo! Research, USA)",Nilesh,Dalvi,Yahoo! Research,,Member Review Board,United States,
"Amol Deshpande (University of Maryland, College Park, USA)",Amol,Deshpande,University of Maryland,College Park,Member Review Board,United States,
"Yanlei Diao (University of Massachusetts Amherst, USA)",Yanlei,Diao,University of Massachusetts,Amherst,Member Review Board,United States,
"Jens Dittrich (Swiss Federal Institute of Technology, Switzerland)",Jens,Dittrich,Swiss Federal Institute of Technology,,Member Review Board,Switzerland,
"Wei Fang (Vienna University of Technology, Austria)",Wei,Fang,Vienna University of Technology,,Member Review Board,Austria,
"Christos Faloutsos (Carnegie Mellon University, USA)",Christos,Faloutsos,Carnegie Mellon University,,Member Review Board,United States,https://orcid.org/0000-0003-2996-9790
"Wenfei Fan (University of Edinburgh, UK)",Wenfei,Fan,University of Edinburgh,,Member Review Board,United Kingdom,https://orcid.org/0000-0001-5149-2656
"Johann-Christoph Freytag (Humboldt University, Germany)",Johann-Christoph,Freytag,Humboldt University of Berlin,,Member Review Board,Germany,
"Floris Geerts (University of Edinburgh, UK)",Floris,Geerts,University of Edinburgh,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-8967-2473
"Minos Garofalakis (Yahoo! Research, USA)",Minos,Garofalakis,Yahoo! Research,,Member Review Board,United States,
"Johannes Gehrke (Cornell University, USA)",Johannes,Gehrke,Cornell University,,Member Review Board,United States,
"Phil Gibbons (Intel Research, Pittsburgh, USA)",Phil,Gibbons,Intel Research,Pittsburgh,Member Review Board,United States,
"Dina Goldin (Brown University, USA)",Dina,Goldin,Brown University,,Member Review Board,United States,
"Naga Govindaraju (Microsoft Research, USA)",Naga,Govindaraju,Microsoft Research,,Member Review Board,United States,
