Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Ashraf Aboulnaga,Ashraf,Aboulnaga,Qatar Computing Research Institute,,Member Review Board,Qatar,
Marcos K. Aguilera,Marcos K.,Aguilera,VMware Research,,Member Review Board,United States,
Yael Amsterdamer,Yael,Amsterdamer,Bar-Ilan University,,Member Review Board,Israel,
Walid Aref,Walid,Aref,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0001-8169-7775
Marcelo Arenas,Marcelo,Arenas,Pontifical Catholic University of Chile,,Member Review Board,Chile,
Shivnath Babu,Shivnath,Babu,Duke University,,Member Review Board,United States,
Magdalena Balazinska,Magdalena,Balazinska,University of Washington,,Member Review Board,United States,
Zohra Bellahsene,Zohra,Bellahsene,University of Montpellier,,Member Review Board,France,
Arnab Bhattacharya,Arnab,Bhattacharya,Indian Institute of Technology,Kanpur,Member Review Board,India,
Francesco Bonchi,Francesco,Bonchi,Yahoo Labs,Barcelona,Member Review Board,Spain,https://orcid.org/0000-0001-9464-8315
Nico Bruno,Nicolas,Bruno,Google,,Member Review Board,United States,
Michael Cafarella,Michael J.,Cafarella,University of Michigan,,Member Review Board,United States,
Andrea Cali,Andrea,Cali,Birkbeck University of London,,Member Review Board,United Kingdom,
Reynold C. K. Cheng,Reynold,Cheng,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-9480-9809
Venkatesan Chakaravarthy,Venkatesan,Chakaravarthy,IBM Research,Almaden,Member Review Board,United States,https://orcid.org/0000-0002-9422-7243
Kaushik Chakrabarti,Kaushik,Chakrabarti,Microsoft Research,,Member Review Board,United States,
Arbee L P Chen,Arbee L. P.,Chen,National Chengchi University,,Member Review Board,Taiwan,https://orcid.org/0000-0003-2872-4484
Lei Chen,Lei,Chen,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Shimin Chen,Shimin,Chen,"Institute of Computing Technology,  Chinese Academy of Sciences",,Member Review Board,China,
Rada Chirkova,Rada,Chirkova,North Carolina State University,,Member Review Board,United States,
Tyson Condie,Tyson,Condie,University of California,Los Angeles,Member Review Board,United States,
Isabel Cruz,Isabel,Cruz,University of Illinois,Chicago,Member Review Board,United States,
Bin Cui,Bin,Cui,Peking University,,Member Review Board,China,
Gautam Das,Gautam,Das,University of Texas,Arlington,Member Review Board,United States,
Mahashweta Das,Mahashweta,Das,HP Labs,,Member Review Board,United States,
Sudipto Das,Sudipto,Das,Microsoft Research,,Member Review Board,United States,
Antonios Deligiannakis,Antonios,Deligiannakis,Technical University of Crete,,Member Review Board,Greece,
Prasad Deshpande,Prasad,Deshpande,IBM Research,,Member Review Board,United States,
Daniel Deutch,Daniel,Deutch,Tel Aviv University,,Member Review Board,Israel,
Jens Dittrich,Jens,Dittrich,Saarland University,,Member Review Board,Germany,
Gillian Dobbie,Gillian,Dobbie,University of Auckland,,Member Review Board,New Zealand,https://orcid.org/0000-0001-7245-0367
Xin Luna Dong,Xin Luna,Dong,Google Research,Mountain View,Member Review Board,United States,
Aaron Elmore,Aaron,Elmore,University of Chicago,,Member Review Board,United States,
Wenfei Fan,Wenfei,Fan,University of Edinburgh,,Member Review Board,United Kingdom,https://orcid.org/0000-0001-5149-2656
Hakan Ferhatosmanoglu,Hakan,Ferhatosmanoglu,Bilkent University,,Member Review Board,Turkey,
Floris Geerts,Floris,Geerts,University of Antwerp,,Member Review Board,Belgium,https://orcid.org/0000-0002-8967-2473
Johannes Gehrke,Johannes,Gehrke,Microsoft Research,,Member Review Board,United States,
Aristides Gionis,Aristides,Gionis,Aalto University,,Member Review Board,Finland,https://orcid.org/0000-0002-5211-112X
Sergio Greco,Sergio,Greco,University of Calabria,,Member Review Board,Italy,
Haryadi Gunawi,Haryadi,Gunawi,University of Chicago,,Member Review Board,United States,
Wook-Shin Han,Wook-Shin,Han,Pohang University of Science and Technology,,Member Review Board,South Korea,
Stavros Harizopoulos,Stavros,Harizopoulos,Amazon,,Member Review Board,United States,
Herodotos Herodotou,Herodotos,Herodotou,Cyprus University of Technology,,Member Review Board,Cyprus,https://orcid.org/0000-0002-8717-1691
Melanie Herschel,Melanie,Herschel,University of Stuttgart,,Member Review Board,Germany,
Zachary Ives,Zachary G.,Ives,University of Pennsylvania,,Member Review Board,United States,
Christopher Jermaine,Chris,Jermaine,Rice University,,Member Review Board,United States,
Ryan Johnson,Ryan,Johnson,LogicBlox,,Member Review Board,United States,
Theodore Johnson,Theodore,Johnson,AT&T Labs,,Member Review Board,United States,
Murat Kantarcioglu,Murat,Kantarcioglu,University of Texas,Dallas,Member Review Board,United States,https://orcid.org/0000-0001-9795-9063
Raghav Kaushik,Raghav,Kaushik,Microsoft Research,,Member Review Board,United States,
Ken-ichi Kawarabayashi,Ken-ichi,Kawarabayashi,National Institute of Informatics,,Member Review Board,Japan,https://orcid.org/0000-0001-6056-4287
Bettina Kemme,Bettina,Kemme,McGill University,,Member Review Board,Canada,
Eamonn Keogh,Eamonn,Keogh,University of California,Riverside,Member Review Board,United States,https://orcid.org/0000-0002-4188-3968
Florian Kerschbaum,Florian,Kerschbaum,SAP,,Member Review Board,Germany,
Dan Kifer,Daniel,Kifer,Pennsylvania State University,,Member Review Board,United States,https://orcid.org/0000-0002-4611-7066
Masaru Kitsuregawa,Masaru,Kitsuregawa,Tokyo University,,Member Review Board,Japan,https://orcid.org/0000-0003-4027-2994
Nick Koudas,Nick,Koudas,University of Toronto,,Member Review Board,Canada,
Tim Kraska,Tim,Kraska,Brown University,,Member Review Board,United States,
Ravi Kumar,Ravi,Kumar,Google Research,Mountain View,Member Review Board,United States,
Laks V.S. Lakshmanan,Laks V.S.,Lakshmanan,University of British Columbia,,Member Review Board,Canada,
Justin Levandoski,Justin,Levandoski,Microsoft Research,,Member Review Board,United States,
Feifei Li,Feifei,Li,University of Utah,,Member Review Board,United States,
Guoliang Li,Guoliang,Li,Tsinghua University,,Member Review Board,China,
Jimmy Lin,Jimmy,Lin,University of Maryland,,Member Review Board,United States,
Qiong Luo,Qiong,Luo,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Ashwin Machanavajjhala,Ashwin,Machanavajjhala,Duke University,,Member Review Board,United States,
Nikos Mamoulis,Nikos,Mamoulis,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0003-3423-4895
Stefan Manegold,Stefan,Manegold,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Ioana Manolescu,Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Norman May,Norman,May,SAP,,Member Review Board,Germany,
Sergey Melnik,Sergey,Melnik,Google,Redmond,Member Review Board,United States,
Gerome Miklau,Gerome,Miklau,University of Massachusetts,,Member Review Board,United States,
Mohamed Mokbel,Mohamed F.,Mokbel,University of Minnesota,,Member Review Board,United States,https://orcid.org/0000-0002-6686-1757
Bongki Moon,Bongki,Moon,Seoul National University,,Member Review Board,South Korea,
Barzan Mozafari,Barzan,Mozafari,University of Michigan,,Member Review Board,United States,
Arnab Nandi,Arnab,Nandi,Ohio State University,Columbus,Member Review Board,United States,
Vivek Narasayya,Vivek,Narasayya,Microsoft Research,,Member Review Board,United States,
Mario A.Nascimento,Mario A.,Nascimento,University of Alberta,,Member Review Board,Canada,
Rimma V. Nehme,Rimma V.,Nehme,Microsoft Research,Gray Systems Lab,Member Review Board,United States,
Thomas Neumann,Thomas,Neumann,Technical University of Munich,,Member Review Board,Germany,
Fatma Ozcan,Fatma,Ozcan,IBM Research,Almaden,Member Review Board,United States,
Themis Palpanas,Themis,Palpanas,Paris Descartes University,,Member Review Board,France,https://orcid.org/0000-0002-8031-0265
Hweehwa Pang,Hweehwa,Pang,Singapore Management University,,Member Review Board,Singapore,https://orcid.org/0000-0001-7266-5712
Olga Papaemmanouil,Olga,Papaemmanouil,Brandeis University,,Member Review Board,United States,
Aditya Parameswaran,Aditya,Parameswaran,University of Illinois,,Member Review Board,United States,
Srinivasan Parthasarathy,Srinivasan,Parthasarathy,Ohio State University,Columbus,Member Review Board,United States,
Jignesh Patel,Jignesh M.,Patel,University of Wisconsin,Madison,Member Review Board,United States,
Andy Pavlo,Andrew,Pavlo,Carnegie Mellon University,Pittsburgh,Member Review Board,United States,
Jian Pei,Jian,Pei,Simon Fraser University,,Member Review Board,Canada,
Neoklis Polyzotis,Neoklis,Polyzotis,University of California,Santa Cruz,Member Review Board,United States,
Dan Ports,Dan R. K.,Ports,University of Washington,,Member Review Board,United States,
Rachel Pottinger,Rachel,Pottinger,University of British Columbia,,Member Review Board,Canada,
Ganesh Ramakrishnan,Ganesh,Ramakrishnan,Indian Institute of Technology,Bombay,Member Review Board,India,https://orcid.org/0000-0002-9664-3718
Vijayshankar Raman,Vijayshankar,Raman,IBM Research,Almaden,Member Review Board,United States,
Rajeev Rastogi,Rajeev,Rastogi,Amazon,,Member Review Board,United States,
Matthias Renz,Matthias,Renz,Ludwig Maximilian University of Munich,,Member Review Board,Germany,
Kenneth Ross,Kenneth A.,Ross,Columbia University,,Member Review Board,United States,
Pierangela Samarati,Pierangela,Samarati,University of Milan,,Member Review Board,Italy,https://orcid.org/0000-0001-7395-4620
Atish Das Sarma,Atish Das,Sarma,eBay Research Labs,,Member Review Board,United States,
Bernhard Seeger,Bernhard,Seeger,University of Marburg,,Member Review Board,Germany,https://orcid.org/0000-0002-9362-153X
Sudipta Sengupta,Sudipta,Sengupta,Microsoft Research,,Member Review Board,United States,
Cyrus Shahabi,Cyrus,Shahabi,University of Southern California,,Member Review Board,United States,https://orcid.org/0000-0001-9118-0681
Mohamed Soliman,Mohamed,Soliman,Pivotal,,Member Review Board,United States,
Torsten Suel,Torsten,Suel,New York University,,Member Review Board,United States,https://orcid.org/0000-0002-8324-980X
Letizia Tanca,Letizia,Tanca,Polytechnic University of Milan,,Member Review Board,Italy,
Sandeep Tata,Sandeep,Tata,Google Research,Mountain View,Member Review Board,United States,
Nesime Tatbul,Nesime,Tatbul,Massachusetts Institute of Technology,,Member Review Board,United States,
Doug Terry,Doug,Terry,Samsung Research,America,Member Review Board,United States,
Evimaria Terzi,Evimaria,Terzi,Boston University,,Member Review Board,United States,
Jens Teubner,Jens,Teubner,Technical University of Dortmund,,Member Review Board,Germany,https://orcid.org/0000-0002-0344-5203
Martin Theobald,Martin,Theobald,University of Ulm,,Member Review Board,Germany,
Srikanta Tirthapura,Srikanta,Tirthapura,Iowa State University,,Member Review Board,United States,https://orcid.org/0000-0001-5321-924X
Kristin Tufte,Kristin,Tufte,Portland State University,,Member Review Board,United States,
Jeffrey Ullman,Jeffrey,Ullman,Stanford University,,Member Review Board,United States,
Jaideep Vaidya,Jaideep,Vaidya,Rutgers University,,Member Review Board,United States,https://orcid.org/0000-0002-7420-6947
Vasilis Vassalos,Vasilis,Vassalos,Athens University of Economics and Business,,Member Review Board,Greece,
Haixun Wang,Haixun,Wang,Google Research,Mountain View,Member Review Board,United States,
Wei Wang,Wei,Wang,University of New South Wales,,Member Review Board,Australia,
Steven Whang,Steven Euijong,Whang,Google Research,Mountain View,Member Review Board,United States,https://orcid.org/0000-0001-6419-931X
Sai Wu,Sai,Wu,Zhejiang University,,Member Review Board,China,
Chuan Xiao,Chuan,Xiao,Nagoya University,,Member Review Board,Japan,
Jeffrey Xu Yu,Jeffrey Xu,Yu,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0002-9738-827X
Cong Yu,Cong,Yu,Google Research,New York City,Member Review Board,United States,
Nan Zhang,Nan,Zhang,George Washington University,,Member Review Board,United States,
Xiaofang Zhou,Xiaofang,Zhou,University of Queensland,,Member Review Board,Australia,
Lei Zou,Lei,Zou,Peking University,,Member Review Board,China,
Divesh Srivastava,Divesh,Srivastava,AT&T Labs,,Managing Editor,United States,
H. V. Jagadish,H. V.,Jagadish,University of Michigan,,Member Advisory Board,United States,https://orcid.org/0000-0003-0724-5214
Renée J. Miller,Renée J.,Miller,Northeastern University,Boston,Member Advisory Board,United States,
M. Tamer Özsu,M. Tamer,Özsu,University of Waterloo,,Member Advisory Board,United States,https://orcid.org/0000-0002-8126-1717
Kian-Lee Tan,Kian-Lee,Tan,National University of Singapore,,Member Advisory Board,Singapore,
Michael Böhlen,Michael H.,Böhlen,University of Zurich,,Member Advisory Board,Switzerland,https://orcid.org/0000-0003-3694-9026
Susan Davidson,Susan,Davidson,University of Pennsylvania,,Member Advisory Board,United States,
S. Sudarshan,S.,Sudarshan,Indian Institute of Technology,Bombay,Member Advisory Board,India,
Gerhard Weikum,Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Advisory Board,Germany,
Divesh Srivastava,Divesh,Srivastava,AT&T Labs,,Member Advisory Board,United States,
